,order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,total_cost
2257,916,1,chicken soft tacos,Fresh Tomato Salsa  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2258,917,1,chicken burrito,Tomatillo-Green Chili Salsa  Medium   Black Beans  Rice  Cheese  Sour Cream  Guacamole,10.98,Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,10.98
2259,918,1,chicken burrito,Fresh Tomato Salsa  Rice,8.75,Fresh Tomato Salsa, Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2260,918,1,chicken soft tacos,Fresh Tomato Salsa  Rice  Cheese,8.75,Fresh Tomato Salsa, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2261,919,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2262,919,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2263,919,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2264,920,1,chicken burrito,Fresh Tomato Salsa  Mild   Black Beans  Rice  Cheese  Sour Cream  Guacamole  Lettuce,10.98,Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,10.98
2265,921,1,chicken bowl,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2266,921,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2267,921,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2268,922,1,chicken bowl,Roasted Chili Corn Salsa  Cheese  Lettuce  Fajita Vegetables  Rice,8.75,Roasted Chili Corn Salsa, Cheese, Lettuce, Fajita Vegetables, Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2269,922,1,chips and tomatillo green chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2270,922,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2271,923,1,carnitas soft tacos,Roasted Chili Corn Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2272,923,1,carnitas soft tacos,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2273,924,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2274,924,1,chips and roasted chili-corn salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
2275,925,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2276,925,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2277,926,1,steak burrito,Fresh Tomato Salsa  Rice  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Rice, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2278,926,1,chicken bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2279,926,1,chicken bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream,8.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2280,926,1,steak bowl,Fresh Tomato Salsa  Rice  Black Beans  Lettuce,9.25,Fresh Tomato Salsa, Rice, Black Beans, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2281,926,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2282,926,1,steak burrito,Roasted Chili Corn Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2283,926,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2284,926,1,chicken bowl,Fresh Tomato Salsa  Rice  Lettuce,8.75,Fresh Tomato Salsa, Rice, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2285,926,1,chicken bowl,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2286,926,1,chicken salad bowl,Roasted Chili Corn Salsa  Rice  Sour Cream,8.75,Roasted Chili Corn Salsa, Rice, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2287,926,1,steak bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2288,926,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2289,926,1,steak bowl,Roasted Chili Corn Salsa  Rice  Black Beans  Sour Cream,9.25,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2290,926,1,steak bowl,Fresh Tomato Salsa  Rice  Cheese,9.25,Fresh Tomato Salsa, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2291,926,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2292,926,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Pinto Beans  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2293,926,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Cheese,8.75,Roasted Chili Corn Salsa, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2294,926,1,barbacoa burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Lettuce,9.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2295,926,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2296,926,1,steak bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese,9.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2297,926,1,veggie bowl,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2298,927,1,steak burrito,Fresh Tomato Salsa  Mild   Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.99,Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.99
2299,927,1,steak burrito,Tomatillo-Green Chili Salsa  Medium   Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.99,Tomatillo-Green Chili Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.99
2300,928,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2301,928,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2302,928,1,canned soft drink,Nestea,1.25,Nestea,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2303,929,1,steak bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole,11.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
2304,929,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2305,930,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2306,930,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2307,931,1,chicken bowl,Fresh Tomato Salsa  Rice  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2308,931,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2309,931,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2310,932,2,chicken bowl,Fresh Tomato Salsa  Mild   Roasted Chili Corn Salsa  Medium   Rice  Fajita Veggies,16.98,Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,33.96
2311,933,1,steak bowl,Fresh Tomato Salsa  Black Beans  Pinto Beans  Cheese  Sour Cream  Guacamole,11.75,Fresh Tomato Salsa, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
2312,933,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2313,934,1,chicken bowl,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2314,934,2,chips,none,4.3,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.6
2315,934,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2316,935,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2317,935,1,chips and roasted chili corn salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2318,935,1,canned soft drink,Nestea,1.25,Nestea,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2319,936,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2320,936,1,steak burrito,Fresh Tomato Salsa  Rice  Black Beans  Sour Cream  Cheese,9.25,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2321,936,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2322,937,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
2323,937,1,chicken burrito,Tomatillo Red Chili Salsa  Fajita Vegetables  Rice  Black Beans  Pinto Beans  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,8.75
2324,937,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2325,938,1,chicken bowl,Fresh Tomato Salsa  Rice  Fajita Vegetables,8.75,Fresh Tomato Salsa, Rice, Fajita Vegetables,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2326,938,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2327,938,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2328,939,1,chicken bowl,Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Cheese  Guacamole  Lettuce,10.98,Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,10.98
2329,939,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
2330,940,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2331,940,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2332,940,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2333,941,1,chicken bowl,Tomatillo Green Chili Salsa  Rice  Cheese  Sour Cream  Guacamole,11.25,Tomatillo Green Chili Salsa, Rice, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2334,941,1,chicken burrito,Tomatillo Green Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2335,941,1,chicken bowl,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Pinto Beans  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,8.75
2336,942,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Fajita Veggies  Cheese  Sour Cream,8.49,Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2337,942,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
2338,943,1,carnitas bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Pinto Beans  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,9.25
2339,943,1,steak burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Pinto Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,11.75
2340,944,1,chicken bowl,Fresh Tomato Salsa  Mild   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,8.49
2341,944,1,chips and roasted chili-corn salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
2342,945,1,barbacoa bowl,Tomatillo Red Chili Salsa  Rice  Cheese  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2343,945,1,chips and roasted chili corn salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2344,945,1,6 pack soft drink,Sprite,6.49,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
